알콜도수,당도,산도_ph,종류
9.5,1.4,3.19,화이트와인
9.6,6.3,3.18,화이트와인
8.7,13.7,2.9,화이트와인
8.7,13.7,2.9,화이트와인
8.7,13.7,2.9,화이트와인
8.7,13.7,2.9,화이트와인
8.7,13.7,2.9,화이트와인
8.7,13.7,2.9,화이트와인
10.4,1.5,3.18,화이트와인
10.7,1.6,3.22,화이트와인
12,1.4,3.17,화이트와인
12.1,3.5,3.19,화이트와인
13.1,1,3.31,화이트와인
12.4,1.4,3.32,화이트와인
12.6,1.5,3.24,화이트와인
8.7,13.7,2.9,화이트와인
12,1.6,3.15,화이트와인
11.6,5.2,3.27,화이트와인
9.3,1.4,2.92,화이트와인
9.3,11.9,3.06,화이트와인
11.1,2.4,3.2,화이트와인
10.2,3.2,3.1,화이트와인
10.6,1.7,3.23,화이트와인
11.3,4.2,3.16,화이트와인
9.4,15.4,3.2,화이트와인
9.3,13,3.09,화이트와인
11.1,5.6,2.96,화이트와인
9.9,9.7,3.13,화이트와인
11.8,2.5,3.31,화이트와인
12.6,4,3.26,화이트와인
9.4,15.4,3.2,화이트와인
10.5,1.2,3.06,화이트와인
12.3,2,3.19,화이트와인
11.3,1.2,3.32,화이트와인
9.6,5.1,3.07,화이트와인
12,1.4,3.2,화이트와인
11.2,1.2,3.09,화이트와인
10.2,6.5,3.12,화이트와인
12.4,1.3,2.98,화이트와인
10.2,6.5,3.12,화이트와인
13.4,2.7,2.94,화이트와인
12.6,1.3,3.24,화이트와인
9.8,7.4,3.18,화이트와인
9.1,12.9,2.94,화이트와인
12.4,1.3,2.98,화이트와인
12.5,1.2,3.03,화이트와인
11.7,2.6,3.05,화이트와인
12.9,2.3,3.29,화이트와인
10.1,1.3,3.3,화이트와인
10.3,10.5,3.06,화이트와인
11.7,2.6,3.05,화이트와인
10.3,14.4,3.24,화이트와인
10.8,1.2,3.34,화이트와인
11.2,3.1,3.25,화이트와인
11.8,1.7,3.29,화이트와인
9.8,6,3.08,화이트와인
10,11.8,3.04,화이트와인
8.8,6.2,3.24,화이트와인
10.1,1.4,3.14,화이트와인
9.5,12.1,3.05,화이트와인
9.5,12.1,3.05,화이트와인
9.5,12.1,3.05,화이트와인
9.2,3.9,3.07,화이트와인
12.2,4.6,2.92,화이트와인
9.5,12.1,3.05,화이트와인
11.3,1.2,3.22,화이트와인
12.1,8.1,3.26,화이트와인
9.2,3.9,3.07,화이트와인
11.2,1.1,3.51,화이트와인
12.5,6.5,3.29,화이트와인
10.6,10.1,3.31,화이트와인
10.4,10.7,3.25,화이트와인
10.1,3.2,3.44,화이트와인
9.9,12.4,3.11,화이트와인
11,5.2,2.97,화이트와인
10,5,2.94,화이트와인
12.7,2.5,3.14,화이트와인
12.1,9.2,3.07,화이트와인
10.4,6.9,3.23,화이트와인
10.4,2,3.24,화이트와인
9.2,15,3.14,화이트와인
9.2,15,3.14,화이트와인
10.5,1.2,3.05,화이트와인
9.2,15,3.14,화이트와인
11.9,1.8,3.27,화이트와인
10.1,10.8,3.08,화이트와인
11.1,3.9,3.1,화이트와인
10.8,4.2,3.13,화이트와인
11.8,2,3.16,화이트와인
9.2,13.5,3.04,화이트와인
9.2,13.3,3.04,화이트와인
12.3,2.2,3.07,화이트와인
10.1,1.4,3.09,화이트와인
11.4,1.6,3.25,화이트와인
10.4,2.2,3.19,화이트와인
9.8,14.8,3.2,화이트와인
9.9,1.8,3.3,화이트와인
9.8,14.8,3.2,화이트와인
11.2,1.3,3.48,화이트와인
10.9,9.9,3.15,화이트와인
9.2,5.1,3.15,화이트와인
9.2,5.1,3.15,화이트와인
12,1.5,2.96,화이트와인
12.1,1.5,2.96,화이트와인
12.4,11.1,3.75,화이트와인
11.2,5.25,3.22,화이트와인
12.7,2.3,3.32,화이트와인
12.2,7.9,3.26,화이트와인
12.2,8,3.26,화이트와인
12.2,1.4,3.23,화이트와인
11.2,5.25,3.22,화이트와인
12.7,2.3,3.32,화이트와인
12.7,2.3,3.31,화이트와인
12.1,3.5,3.17,화이트와인
9.4,13.7,3.11,화이트와인
10.1,9.9,3.07,화이트와인
9.4,15.4,3.08,화이트와인
8.9,16,3.22,화이트와인
8.9,16,3.22,화이트와인
8.9,16,3.22,화이트와인
8.9,16,3.22,화이트와인
13,2.4,3.56,화이트와인
10.3,5.5,3.08,화이트와인
10.1,2.3,3.07,화이트와인
10.5,16.8,3.23,화이트와인
8.9,16,3.22,화이트와인
10.1,17.8,3.3,화이트와인
10.1,17.8,3.3,화이트와인
11,6.8,3.15,화이트와인
11,6.8,3.15,화이트와인
11,6.8,3.15,화이트와인
11,6.8,3.15,화이트와인
10,1.6,3.08,화이트와인
10.5,4.7,2.88,화이트와인
9.7,11.8,2.87,화이트와인
10.1,17.8,3.3,화이트와인
9.4,15.7,3.25,화이트와인
11.2,5.8,3.17,화이트와인
9.4,15.7,3.25,화이트와인
10.8,9,3.1,화이트와인
9.4,15.7,3.25,화이트와인
11.2,5.8,3.17,화이트와인
11,8.8,3.13,화이트와인
12.4,10.2,3.44,화이트와인
9.4,6.6,3.1,화이트와인
9.4,6.5,3.1,화이트와인
9.5,8.9,3.01,화이트와인
10,11.1,3.05,화이트와인
12.5,4.2,3.16,화이트와인
10.9,1.6,3.39,화이트와인
10.5,7.4,3.38,화이트와인
10.8,11.5,3.22,화이트와인
11,1.6,3.38,화이트와인
11.8,2,3.33,화이트와인
12.6,4.8,3.36,화이트와인
10.2,9.8,3.17,화이트와인
12,1.9,3.12,화이트와인
12.5,4.2,3.16,화이트와인
11.5,1.6,3.32,화이트와인
11.94,7.3,3.2,화이트와인
12.89333333,5.4,3.12,화이트와인
9.4,10.4,3.13,화이트와인
12.2,1.9,3,화이트와인
11.94,7.3,3.2,화이트와인
12.89333333,5.4,3.12,화이트와인
9.5,7.7,3.16,화이트와인
10.6,11.5,3,화이트와인
10.5,1.2,3.04,화이트와인
11.46666667,2.2,2.89,화이트와인
11.4,1,3.4,화이트와인
9.5,8.2,3.12,화이트와인
9.2,8.3,3.11,화이트와인
9.5,8.2,3.12,화이트와인
10.98,9.3,3.23,화이트와인
9.4,8.1,3.12,화이트와인
9.5,8.2,3.12,화이트와인
9.2,8.3,3.11,화이트와인
8.8,13.9,2.94,화이트와인
8.8,13.9,2.94,화이트와인
8.8,13.9,2.94,화이트와인
8.8,13.9,2.94,화이트와인
8.8,13.9,2.94,화이트와인
8.8,13.9,2.94,화이트와인
8.8,13.9,2.94,화이트와인
10.4,2,3.23,화이트와인
8.8,13.9,2.94,화이트와인
10.03333333,15.7,3.04,화이트와인
11.3,1.2,3.44,화이트와인
10.4,1.5,3.37,화이트와인
9.2,1.2,2.96,화이트와인
11.1,3.2,3.11,화이트와인
9.2,1.2,2.96,화이트와인
11.3,2.6,3.03,화이트와인
9.1,13.2,2.98,화이트와인
9.4,10.4,2.96,화이트와인
13.2,5.7,2.82,화이트와인
12.7,2.5,3.22,화이트와인
10.7,1.6,3.18,화이트와인
11.43333333,1.4,3.11,화이트와인
11.1,7.4,3.27,화이트와인
12.7,2.5,3.22,화이트와인
10.53333333,5.6,3.25,화이트와인
11.6,3.6,3.31,화이트와인
9.533333333,7.5,3.18,화이트와인
9.8,5.8,3.17,화이트와인
10.7,1.6,3.18,화이트와인
12,1.5,3.22,화이트와인
12.8,2.9,3.12,화이트와인
9.5,11.2,3.14,화이트와인
10.93333333,9.65,2.99,화이트와인
9.1,10.1,2.86,화이트와인
12.6,3.2,3.26,화이트와인
9.5,11.2,3.14,화이트와인
10.9,11.45,2.98,화이트와인
10.93333333,9.65,2.99,화이트와인
9.6,4.5,3.02,화이트와인
9.3,2.7,3.18,화이트와인
11.36666667,3.5,3.05,화이트와인
12.5,1.7,3.14,화이트와인
9.5,2.1,3.16,화이트와인
11,4.8,3.22,화이트와인
9.4,5,3.02,화이트와인
11.33333333,2.6,3.21,화이트와인
8.8,6.6,2.94,화이트와인
9.4,5,3.02,화이트와인
11.06666667,7.3,3.31,화이트와인
12.2,5,3.22,화이트와인
11,1.7,3.2,화이트와인
11.33333333,2.6,3.21,화이트와인
9.5,8.2,3.23,화이트와인
9.5,8.2,3.23,화이트와인
11,5,3.28,화이트와인
11.2,1.2,3.11,화이트와인
9.3,7.1,3.08,화이트와인
10.8,9.5,3.05,화이트와인
9.2,15.8,3.14,화이트와인
9.4,15.5,3.25,화이트와인
9.2,15.8,3.14,화이트와인
10.5,17.05,3.25,화이트와인
10.8,12.7,3.26,화이트와인
9.4,12.3,3.1,화이트와인
9.8,11.8,3.11,화이트와인
9.8,11.8,3.11,화이트와인
9.8,11.8,3.11,화이트와인
9.4,12.3,3.1,화이트와인
9.8,11.8,3.11,화이트와인
12.1,13.6,3.02,화이트와인
12.3,5.2,3.17,화이트와인
9.733333333,6.2,3.19,화이트와인
9.4,7.9,3.21,화이트와인
9.4,7.9,3.21,화이트와인
12.8,3.3,3.17,화이트와인
11.05,2.8,2.92,화이트와인
9.4,7.9,3.21,화이트와인
12.8,3.3,3.17,화이트와인
9.733333333,6.3,3.11,화이트와인
13.1,4.9,3.23,화이트와인
11.5,10.4,3.04,화이트와인
13.1,4.9,3.23,화이트와인
11.5,10.4,3.04,화이트와인
9.1,16,3.08,화이트와인
9.75,6.3,3.11,화이트와인
10.5,2.2,3.19,화이트와인
8.8,17.3,3.08,화이트와인
8.8,17.3,3.08,화이트와인
8.8,17.3,3.08,화이트와인
8.8,17.3,3.08,화이트와인
10.5,2.2,3.19,화이트와인
10.5,2.2,3.19,화이트와인
8.8,17.3,3.08,화이트와인
9.9,6.6,3.22,화이트와인
9.9,6.5,3.22,화이트와인
9.9,12.3,3.11,화이트와인
12.2,5,3.2,화이트와인
10.8,2.8,3.27,화이트와인
8.7,13.6,2.96,화이트와인
13.2,2.8,3.21,화이트와인
12.7,5.4,3.15,화이트와인
9.4,10.9,3.21,화이트와인
11.2,1.7,3.25,화이트와인
11.33333333,9.15,3.24,화이트와인
11.9,4.5,3.36,화이트와인
11.35,9.15,3.24,화이트와인
10.5,1.4,3.22,화이트와인
9.8,5.9,3.09,화이트와인
9.1,16.4,3.06,화이트와인
12.4,1.2,3.16,화이트와인
9.1,16.4,3.06,화이트와인
9.8,5.9,3.09,화이트와인
11.3,7.8,3.39,화이트와인
11.3,7.8,3.39,화이트와인
13.1,2.8,3.48,화이트와인
12.5,2.9,3.04,화이트와인
10.3,2.5,3.18,화이트와인
10.7,12.8,3.23,화이트와인
10.4,12.2,3.05,화이트와인
9.5,7.7,3.22,화이트와인
9.8,2.8,3.24,화이트와인
12.5,2.9,3.04,화이트와인
9.4,17.3,3,화이트와인
9,19.3,3.14,화이트와인
9,19.3,3.14,화이트와인
9,19.3,3.14,화이트와인
13,2.7,3.24,화이트와인
9.9,6.4,3.27,화이트와인
9.4,17.3,3,화이트와인
10.6,2.4,3.27,화이트와인
13.4,2.8,3.23,화이트와인
12.5,1.7,3.12,화이트와인
9.3,15.4,3.11,화이트와인
9.3,15.4,3.11,화이트와인
11,4.1,3.36,화이트와인
10.3,6.6,3.2,화이트와인
11.3,1.2,3.24,화이트와인
10.9,2.1,3.03,화이트와인
11.3,1,3.76,화이트와인
12.1,1.1,3.36,화이트와인
11.1,1.4,3.18,화이트와인
9.8,1.6,3.11,화이트와인
10.1,9.8,3.2,화이트와인
12.4,1.9,3.26,화이트와인
12.7,1.3,3.11,화이트와인
9.6,7.9,3.14,화이트와인
9.6,7.9,3.14,화이트와인
9.1,4.5,3.24,화이트와인
12.8,22.6,3.1,화이트와인
9.6,7.9,3.14,화이트와인
12.4,3.5,3.18,화이트와인
9.55,1.2,3.23,화이트와인
9.1,4.5,3.24,화이트와인
12.5,2,3.29,화이트와인
9.9,7.8,3.16,화이트와인
11.2,0.9,3.47,화이트와인
13,2.9,3.13,화이트와인
13,2.9,3.13,화이트와인
11.7,3.5,3.2,화이트와인
13.1,4.2,2.97,화이트와인
12,9.7,3.08,화이트와인
10.55,10.5,3.36,화이트와인
11.45,1.1,3.04,화이트와인
10.2,16.1,3.18,화이트와인
11.45,1.1,3.04,화이트와인
9.3,8.1,3.1,화이트와인
10.8,6.2,3.09,화이트와인
12.2,7.7,3.27,화이트와인
11,2.4,3.2,화이트와인
10.4,16.3,3.35,화이트와인
11.4,2.3,3.14,화이트와인
14.05,8.4,3.26,화이트와인
10.7,8.5,3.03,화이트와인
10.2,6,3.15,화이트와인
11.2,1.1,3.22,화이트와인
12.33333333,1.75,3.4,화이트와인
11.5,2.6,3.2,화이트와인
9.5,1.3,3.07,화이트와인
13.4,2.1,3.24,화이트와인
12.5,1.1,3.36,화이트와인
12.5,1.1,3.36,화이트와인
11.2,2.8,3.12,화이트와인
8.8,9,3.19,화이트와인
11.2,2.8,3.06,화이트와인
12.7,2.2,3.16,화이트와인
9.8,5.1,3,화이트와인
9.8,3.5,3.14,화이트와인
11.7,12.7,3.32,화이트와인
9.8,7.5,3.19,화이트와인
9.6,2,3.17,화이트와인
9.8,3.5,3.14,화이트와인
9.7,14.3,3.12,화이트와인
10,9.8,3.16,화이트와인
11.7,12.7,3.32,화이트와인
12.3,12.7,3.32,화이트와인
9.8,5.1,3,화이트와인
9,3.5,3.03,화이트와인
9.1,12.7,3.06,화이트와인
9.1,12.9,3.06,화이트와인
9.1,12.9,3.06,화이트와인
11.4,1.3,3.32,화이트와인
10.5,10.5,3.14,화이트와인
12.4,1.5,3.13,화이트와인
9.1,12.7,3.06,화이트와인
9.1,12.9,3.06,화이트와인
10.1,1.2,3.18,화이트와인
10.9,6.2,2.99,화이트와인
11.05,8.8,3.13,화이트와인
12.75,3.9,3.26,화이트와인
12.7,1.3,3.36,화이트와인
11.1,9.1,3.05,화이트와인
11.1,9.1,3.05,화이트와인
12.75,3.9,3.26,화이트와인
13,1.8,3.19,화이트와인
12,2.1,2.96,화이트와인
11.5,1.4,3.35,화이트와인
10.5,14.7,3.39,화이트와인
11.1,9.1,3.05,화이트와인
11.1,1.9,3.1,화이트와인
11.1,1.8,3.11,화이트와인
13.1,9.6,3.22,화이트와인
12.75,3.9,3.26,화이트와인
12.7,1.3,3.36,화이트와인
9.6,11.8,3.09,화이트와인
11.7,1.9,3.26,화이트와인
9.7,12,3.17,화이트와인
10.9,7.9,3.38,화이트와인
10.7,9.3,3.34,화이트와인
13.8,4.6,3.33,화이트와인
12.15,2.2,3.11,화이트와인
10.8,10.2,3.49,화이트와인
10.7,10.6,3.4,화이트와인
10.8,1.4,3.16,화이트와인
10.8,9.1,3.66,화이트와인
12,11.1,3.03,화이트와인
10.8,9.1,3.66,화이트와인
12.2,4.4,3.23,화이트와인
9.4,2.8,3.18,화이트와인
11.4,1.1,3.3,화이트와인
12.5,1.3,3.35,화이트와인
13.05,1.2,3.2,화이트와인
12.4,3.3,3.1,화이트와인
12.9,9.7,3.08,화이트와인
12,2.3,3.34,화이트와인
11.3,1.1,3.19,화이트와인
10,11.4,3.21,화이트와인
11.8,1.2,3.42,화이트와인
9.4,14.7,2.99,화이트와인
8.8,13.8,2.97,화이트와인
11.1,1.3,3.46,화이트와인
10.5,6.3,3.1,화이트와인
9.3,7.9,2.86,화이트와인
11.4,2,3.02,화이트와인
11.8,11.8,3.41,화이트와인
12.4,1.2,3.28,화이트와인
11.6,10,3.12,화이트와인
11.1,5.2,3.26,화이트와인
12.4,1.2,3.28,화이트와인
11.1,7.2,3.22,화이트와인
11,9.9,3.01,화이트와인
12.2,5.3,3.12,화이트와인
11,13.55,3.2,화이트와인
12.9,2.2,3.32,화이트와인
10.9,9.9,3.07,화이트와인
13.4,4.3,3.22,화이트와인
10.7,13,3.15,화이트와인
11,13.55,3.2,화이트와인
11.4,1,3.3,화이트와인
10.2,1.1,3,화이트와인
11,6.9,2.8,화이트와인
9.1,13.4,3.06,화이트와인
11,4.6,3.18,화이트와인
11.5,9.9,3.11,화이트와인
12,3,3.16,화이트와인
11.2,5.8,3.04,화이트와인
11.2,12.9,3.12,화이트와인
12.6,3.2,2.9,화이트와인
11,0.8,3.14,화이트와인
10.8,2.5,3.22,화이트와인
10.9,2.4,3.25,화이트와인
9.8,7.2,3.16,화이트와인
9.8,7.3,3.15,화이트와인
9.5,6.3,2.9,화이트와인
11.26666667,4.25,3.26,화이트와인
10.8,1.2,3.01,화이트와인
13.4,2,3.36,화이트와인
11.3,4.25,3.26,화이트와인
8.9,4.7,3.22,화이트와인
11.2,4.5,3.07,화이트와인
11.5,1.4,3.22,화이트와인
13,4.1,3.26,화이트와인
12.6,5.3,3.36,화이트와인
13.1,4.2,3.26,화이트와인
11.2,6.65,3.05,화이트와인
11.7,8.2,3.39,화이트와인
10.9,2.6,3.18,화이트와인
10.9,2.6,3.18,화이트와인
11.6,2,3.04,화이트와인
10.4,12.2,3.23,화이트와인
10.9,2.3,3.22,화이트와인
11.7,8.2,3.39,화이트와인
10.8,5,3.23,화이트와인
11.2,10.7,3.11,화이트와인
10,10.8,3.25,화이트와인
10.56666667,1.7,3.28,화이트와인
11.73333333,1.3,3.04,화이트와인
10.6,1.7,3.28,화이트와인
10.5,12.7,3.26,화이트와인
11.75,1.3,3.04,화이트와인
11.4,1.2,3.01,화이트와인
12.4,1.3,3.37,화이트와인
10.1,5.7,3.24,화이트와인
12.3,3.4,3.09,화이트와인
13.1,1.1,3.32,화이트와인
10.65,1,3.29,화이트와인
11.4,1,3.36,화이트와인
9.3,1.65,3.11,화이트와인
10.2,6.8,3.44,화이트와인
10.2,6.8,3.44,화이트와인
13.1,4.9,3.26,화이트와인
9.6,1.4,3.24,화이트와인
12.8,2.5,3.1,화이트와인
10.96666667,10.8,3.09,화이트와인
10.96666667,10.8,3.09,화이트와인
10.96666667,10.8,3.09,화이트와인
11,10.8,3.09,화이트와인
13.4,2.8,3.21,화이트와인
11.2,1.3,2.87,화이트와인
12.4,2,3.27,화이트와인
11.2,1.1,3.09,화이트와인
12.4,8.2,3.14,화이트와인
10.13333333,6,3.32,화이트와인
10.13333333,6.1,3.32,화이트와인
12.4,8.2,3.14,화이트와인
9.1,8.8,3.17,화이트와인
10.15,6.1,3.32,화이트와인
10.15,6,3.32,화이트와인
11.5,1.2,3.46,화이트와인
8.9,11.4,3.08,화이트와인
10.46666667,1.3,3.47,화이트와인
10.46666667,1.3,3.47,화이트와인
11.8,6.2,3.28,화이트와인
11.63333333,3.2,3.35,화이트와인
10.6,4.5,3.29,화이트와인
9.6,9.9,3.18,화이트와인
11.8,6.2,3.28,화이트와인
8.9,11.4,3.08,화이트와인
10.5,1.3,3.47,화이트와인
10.2,1.3,3.17,화이트와인
13.1,0.9,3.29,화이트와인
11.8,0.7,3.11,화이트와인
12.2,1,3.06,화이트와인
11.45,1,3.44,화이트와인
10.5,10.4,3.23,화이트와인
10.2,1.3,3.17,화이트와인
9,12.5,2.88,화이트와인
9,12.5,2.88,화이트와인
9,12.5,2.88,화이트와인
9,12.5,2.88,화이트와인
9.1,19.25,2.93,화이트와인
8.8,1.1,3.38,화이트와인
9,12.5,2.88,화이트와인
9.1,19.25,2.93,화이트와인
12.9,9,3.13,화이트와인
13,1.2,3.19,화이트와인
12.9,9,3.13,화이트와인
9.2,1.3,3.04,화이트와인
9.8,12.8,3.1,화이트와인
9.8,12.8,3.1,화이트와인
10.1,7.6,3.26,화이트와인
10.1,7.6,3.26,화이트와인
10.9,1.4,3.33,화이트와인
9.6,8.3,3.2,화이트와인
10.4,9,3.36,화이트와인
11.8,1.85,3.03,화이트와인
10.8,12.55,3.4,화이트와인
10.6,1.4,3.28,화이트와인
12.7,1.8,3.35,화이트와인
12.2,4,3.3,화이트와인
10.8,12.55,3.4,화이트와인
10.4,9,3.36,화이트와인
11.1,3,3.25,화이트와인
11.8,1.85,3.03,화이트와인
10,7.9,3.29,화이트와인
10.8,2.6,3.12,화이트와인
10.3,1.2,3.31,화이트와인
9.9,7.1,3.24,화이트와인
10,7.9,3.29,화이트와인
12.25,1.3,3.11,화이트와인
10.2,10.7,3.34,화이트와인
9.4,7.7,3.06,화이트와인
9.7,8.4,3.18,화이트와인
10.2,10.7,3.34,화이트와인
10.4,12.7,3.04,화이트와인
12.2,1.8,3.49,화이트와인
9.4,7.7,3.06,화이트와인
10.6,10.5,3.12,화이트와인
10.7,1.6,3.27,화이트와인
11.85,1.85,3.24,화이트와인
11.7,10.5,3.34,화이트와인
11.7,10.5,3.34,화이트와인
10.15,1,3.55,화이트와인
11.63333333,1.2,3.33,화이트와인
10.8,1.7,3.22,화이트와인
10.8,1.6,3.22,화이트와인
12.3,9,3.25,화이트와인
12.5,1.9,3.36,화이트와인
11.65,1.2,3.33,화이트와인
9.6,1.5,3.24,화이트와인
10.9,3.9,3.24,화이트와인
10.8,3.6,3.23,화이트와인
11.2,1.2,3.32,화이트와인
10,5,3.67,화이트와인
10.5,2.9,3.44,화이트와인
9.1,10.4,2.86,화이트와인
10.5,11.4,3.23,화이트와인
9.3,18.35,3.12,화이트와인
9.3,18.4,3.13,화이트와인
11.2,1.2,3.32,화이트와인
10.6,7.1,3.14,화이트와인
12.1,1.3,3.23,화이트와인
12,1.5,3.43,화이트와인
9.7,10.2,3.16,화이트와인
12.4,2.2,3.12,화이트와인
13.6,3.5,3.18,화이트와인
13.6,3.5,3.18,화이트와인
11.8,3.9,2.98,화이트와인
10,7.4,3.16,화이트와인
10,7.4,3.16,화이트와인
9.1,11,3.12,화이트와인
11.9,1.5,3.47,화이트와인
11.75,3.9,3.31,화이트와인
11.4,5.4,3.24,화이트와인
13,1.5,3.56,화이트와인
12.4,5,3.27,화이트와인
9.4,1.2,3.3,화이트와인
9.6,13,3.16,화이트와인
9.6,13,3.16,화이트와인
9.6,13,3.16,화이트와인
9.6,13,3.16,화이트와인
9.1,8.6,3.16,화이트와인
12,1.7,3.24,화이트와인
11.2,1.2,3.16,화이트와인
10.1,1.2,3.32,화이트와인
10.3,1.2,3.13,화이트와인
12.3,2,3.16,화이트와인
10.55,19.4,2.97,화이트와인
10.9,0.8,3.1,화이트와인
9.7,6.3,3.15,화이트와인
9.8,6.4,3.14,화이트와인
8.9,12.1,3.04,화이트와인
8.9,12.1,3.04,화이트와인
10.2,12.9,3.02,화이트와인
11.7,2.4,3.01,화이트와인
12.8,4.3,3.46,화이트와인
12.8,4.2,3.57,화이트와인
10.2,12.9,3.02,화이트와인
13.55,1.7,3.15,화이트와인
11.6,2.2,3.13,화이트와인
8.9,12.1,3.04,화이트와인
13.8,3.4,3.53,화이트와인
9.4,7.4,3.19,화이트와인
9.4,7.3,3.18,화이트와인
10.7,1.1,3.17,화이트와인
10.7,1.1,3.17,화이트와인
12.3,1.4,3.31,화이트와인
10.3,14.5,3.16,화이트와인
10.4,8,3.11,화이트와인
11.6,1.1,3.31,화이트와인
10.7,1.1,3.17,화이트와인
12.8,2.2,3.36,화이트와인
11.9,5.8,3.18,화이트와인
12.1,0.9,3.24,화이트와인
9.2,6.4,3.23,화이트와인
9.5,10.9,2.93,화이트와인
11,7.3,2.91,화이트와인
10.9,8.3,3.19,화이트와인
10.4,1.3,3.21,화이트와인
9.1,3.3,3.42,화이트와인
11.4,1,3.32,화이트와인
11.4,1.1,3.35,화이트와인
9.7,1,3.1,화이트와인
12.4,5.1,3.18,화이트와인
13.7,3.2,3.2,화이트와인
10.6,12.6,2.91,화이트와인
11.2,3.7,3.2,화이트와인
13.13333333,1.7,3.24,화이트와인
12.4,5.1,3.18,화이트와인
9.7,1,3.1,화이트와인
11,1.3,3.19,화이트와인
11.3,1.5,3.18,화이트와인
12,4.6,3.2,화이트와인
9.2,10.3,3.23,화이트와인
10.7,6.1,3.48,화이트와인
10.7,6.1,3.48,화이트와인
11.4,1.2,3.1,화이트와인
9.2,10.3,3.23,화이트와인
12.1,9.9,3.1,화이트와인
11.1,1.6,3.23,화이트와인
9.7,1.1,3.27,화이트와인
10.7,1.5,3.24,화이트와인
10.9,1.2,3.49,화이트와인
12,1.5,3.36,화이트와인
10.6,1.1,3.47,화이트와인
9.6,11.5,3.11,화이트와인
13.1,7.8,3.03,화이트와인
11,7.4,3.38,화이트와인
11.6,1.45,3.52,화이트와인
11.95,8.9,3.28,화이트와인
11.1,1.1,3.44,화이트와인
11.5,1,3.17,화이트와인
11.3,2.5,3.21,화이트와인
11.9,1.1,3.28,화이트와인
9.5,2.4,3.18,화이트와인
12.2,2.3,3.29,화이트와인
12.2,5.1,3.41,화이트와인
11.1,2.5,3.05,화이트와인
9.6,8.9,3.1,화이트와인
11.1,2.5,3.05,화이트와인
9.6,8.9,3.1,화이트와인
11.4,1.6,3.3,화이트와인
11.4,1.4,3.32,화이트와인
12.06666667,3.9,3.1,화이트와인
9,13.7,2.9,화이트와인
9,13.7,2.9,화이트와인
11.4,9.2,3.08,화이트와인
9.6,7.8,3.12,화이트와인
11,7.6,3.03,화이트와인
11,7.7,3.04,화이트와인
11.2,3,3.23,화이트와인
11.55,1.3,3.31,화이트와인
13.3,4,3.2,화이트와인
9.633333333,1.1,3.3,화이트와인
13.6,2,3.06,화이트와인
11.2,1.9,3.29,화이트와인
13,1.4,3.27,화이트와인
10.8,4.5,3.31,화이트와인
9.8,10.1,3.19,화이트와인
11.45,6.6,3.15,화이트와인
12.05,1.9,3.37,화이트와인
9.7,12.4,3.14,화이트와인
11.9,1.6,3.33,화이트와인
10,2.5,3.49,화이트와인
9.7,1.2,3.12,화이트와인
11.6,2.5,3.36,화이트와인
8.8,0.8,3.25,화이트와인
9.5,0.9,3.24,화이트와인
